"ranking","name","count","total","male","female","langs"
"23024","엘사주원","1","1","0","1","@{ko=엘사주원; en=Elsajuwon}"
"23024","엘사케네디","1","1","0","1","@{ko=엘사케네디; en=Elsakenedi}"
"23024","엘성","1","1","1","0","@{ko=엘성; en=Elseong}"
"23024","엘션지오","1","1","1","0","@{ko=엘션지오; en=Elsyeonjio}"
"23024","엘솜","1","1","0","1","@{ko=엘솜; en=Elsom}"
"23024","엘송","1","1","0","1","@{ko=엘송; en=Elsong}"
"23024","엘스카슬아","1","1","0","1","@{ko=엘스카슬아; en=Elseukaseula}"
"23024","엘스턴빈","1","1","1","0","@{ko=엘스턴빈; en=Elseuteonbin}"
"23024","엘스티븐","1","1","1","0","@{ko=엘스티븐; en=Elseutibeun}"
"23024","엘시김","1","1","0","1","@{ko=엘시김; en=Elsigim}"
"23024","엘시드림","1","1","0","1","@{ko=엘시드림; en=Elsideurim}"
"23024","엘시보라","1","1","0","1","@{ko=엘시보라; en=Elsibora}"
"23024","엘시아","1","1","0","1","@{ko=엘시아; en=Elsia}"
"23024","엘씨","1","1","0","1","@{ko=엘씨; en=Elssi}"
"23024","엘씨수온","1","1","0","1","@{ko=엘씨수온; en=Elssisuon}"
"23024","엘야","1","1","1","0","@{ko=엘야; en=Elya}"
"23024","엘언","1","1","1","0","@{ko=엘언; en=Eleon}"
"23024","엘영","1","1","0","1","@{ko=엘영; en=Elyeong}"
"23024","엘예준","1","1","1","0","@{ko=엘예준; en=Elyejun}"
"23024","엘은","1","1","0","1","@{ko=엘은; en=Eleun}"
"23024","엘의","1","1","0","1","@{ko=엘의; en=Elui}"
"23024","엘익","1","1","1","0","@{ko=엘익; en=Elik}"
"23024","엘지","1","1","0","1","@{ko=엘지; en=Elji}"
"23024","엘톤","1","1","1","0","@{ko=엘톤; en=Elton}"
"23024","엘톤주니어","1","1","1","0","@{ko=엘톤주니어; en=Eltonjunieo}"
"23024","엘프리다호이칭","1","1","0","1","@{ko=엘프리다호이칭; en=Elpeuridahoiching}"
"23024","엠라훼","1","1","1","0","@{ko=엠라훼; en=Emrahwe}"
"23024","엠마가윤","1","1","0","1","@{ko=엠마가윤; en=Emmagayun}"
"23024","엠마게일","1","1","0","1","@{ko=엠마게일; en=Emmageil}"
"23024","엠마굴","1","1","0","1","@{ko=엠마굴; en=Emmagul}"
"23024","엠마규원","1","1","0","1","@{ko=엠마규원; en=Emmagyuwon}"
"23024","엠마규인","1","1","0","1","@{ko=엠마규인; en=Emmagyuin}"
"23024","엠마그레이스","1","1","0","1","@{ko=엠마그레이스; en=Emmageureiseu}"
"23024","엠마나리","1","1","0","1","@{ko=엠마나리; en=Emmanari}"
"23024","엠마나은","1","1","0","1","@{ko=엠마나은; en=Emmanaeun}"
"23024","엠마넬","1","1","0","1","@{ko=엠마넬; en=Emmanel}"
"23024","엠마노베르토","1","1","0","1","@{ko=엠마노베르토; en=Emmanobereuto}"
"23024","엠마누엘라","1","1","0","1","@{ko=엠마누엘라; en=Emmanuelra}"
"23024","엠마누엘손","1","1","1","0","@{ko=엠마누엘손; en=Emmanuelson}"
"23024","엠마누엘재훈","1","1","1","0","@{ko=엠마누엘재훈; en=Emmanueljaehun}"
"23024","엠마뉘엘그레고리","1","1","1","0","@{ko=엠마뉘엘그레고리; en=Emmanwielgeuregori}"
"23024","엠마뉴엘","1","1","1","0","@{ko=엠마뉴엘; en=Emmanyuel}"
"23024","엠마뉴엘다비드","1","1","1","0","@{ko=엠마뉴엘다비드; en=Emmanyueldabideu}"
"23024","엠마뉴엘장폴진","1","1","1","0","@{ko=엠마뉴엘장폴진; en=Emmanyueljangpoljin}"
"23024","엠마다솔","1","1","0","1","@{ko=엠마다솔; en=Emmadasol}"
"23024","엠마다은","1","1","0","1","@{ko=엠마다은; en=Emmadaeun}"
"23024","엠마다인","1","1","0","1","@{ko=엠마다인; en=Emmadain}"
"23024","엠마단비","1","1","0","1","@{ko=엠마단비; en=Emmadanbi}"
"23024","엠마담비","1","1","0","1","@{ko=엠마담비; en=Emmadambi}"
"23024","엠마레아","1","1","0","1","@{ko=엠마레아; en=Emmarea}"
"23024","엠마로운","1","1","0","1","@{ko=엠마로운; en=Emmaroun}"
"23024","엠마루이스","1","1","0","1","@{ko=엠마루이스; en=Emmaruiseu}"
"23024","엠마리아","1","1","0","1","@{ko=엠마리아; en=Emmaria}"
"23024","엠마리하","1","1","0","1","@{ko=엠마리하; en=Emmariha}"
"23024","엠마마가렛","1","1","0","1","@{ko=엠마마가렛; en=Emmamagaret}"
"23024","엠마마리","1","1","0","1","@{ko=엠마마리; en=Emmamari}"
"23024","엠마마리아","1","1","0","1","@{ko=엠마마리아; en=Emmamaria}"
"23024","엠마미나","1","1","0","1","@{ko=엠마미나; en=Emmamina}"
"23024","엠마미리내","1","1","0","1","@{ko=엠마미리내; en=Emmamirinae}"
"23024","엠마미소","1","1","0","1","@{ko=엠마미소; en=Emmamiso}"
"23024","엠마민은","1","1","0","1","@{ko=엠마민은; en=Emmamineun}"
"23024","엠마민지","1","1","0","1","@{ko=엠마민지; en=Emmaminji}"
"23024","엠마방","1","1","0","1","@{ko=엠마방; en=Emmabang}"
"23024","엠마벨","1","1","0","1","@{ko=엠마벨; en=Emmabel}"
"23024","엠마산희","1","1","0","1","@{ko=엠마산희; en=Emmasanhui}"
"23024","엠마새라지혜","1","1","0","1","@{ko=엠마새라지혜; en=Emmasaerajihye}"
"23024","엠마서윤","1","1","0","1","@{ko=엠마서윤; en=Emmaseoyun}"
"23024","엠마선","1","1","0","1","@{ko=엠마선; en=Emmaseon}"
"23024","엠마소피은지","1","1","0","1","@{ko=엠마소피은지; en=Emmasopieunji}"
"23024","엠마수미","1","1","0","1","@{ko=엠마수미; en=Emmasumi}"
"23024","엠마수아","1","1","0","1","@{ko=엠마수아; en=Emmasua}"
"23024","엠마수애","1","1","0","1","@{ko=엠마수애; en=Emmasuae}"
"23024","엠마승현","1","1","0","1","@{ko=엠마승현; en=Emmaseunghyeon}"
"23024","엠마아로하","1","1","0","1","@{ko=엠마아로하; en=Emmaaroha}"
"23024","엠마아름","1","1","0","1","@{ko=엠마아름; en=Emmaareum}"
"23024","엠마아영","1","1","0","1","@{ko=엠마아영; en=Emmaayeong}"
"23024","엠마아이린","1","1","0","1","@{ko=엠마아이린; en=Emmaairin}"
"23024","엠마안와","1","1","0","1","@{ko=엠마안와; en=Emmaanwa}"
"23024","엠마엘리자베스","1","1","0","1","@{ko=엠마엘리자베스; en=Emmaelrijabeseu}"
"23024","엠마예미","1","1","0","1","@{ko=엠마예미; en=Emmayemi}"
"23024","엠마예원","1","1","0","1","@{ko=엠마예원; en=Emmayewon}"
"23024","엠마예지","1","1","0","1","@{ko=엠마예지; en=Emmayeji}"
"23024","엠마예진","1","1","0","1","@{ko=엠마예진; en=Emmayejin}"
"23024","엠마유미","1","1","0","1","@{ko=엠마유미; en=Emmayumi}"
"23024","엠마유이","1","1","0","1","@{ko=엠마유이; en=Emmayui}"
"23024","엠마유주","1","1","0","1","@{ko=엠마유주; en=Emmayuju}"
"23024","엠마윤","1","1","0","1","@{ko=엠마윤; en=Emmayun}"
"23024","엠마윤서","1","1","0","1","@{ko=엠마윤서; en=Emmayunseo}"
"23024","엠마윤아","1","1","0","1","@{ko=엠마윤아; en=Emmayuna}"
"23024","엠마은비","1","1","0","1","@{ko=엠마은비; en=Emmaeunbi}"
"23024","엠마은주","1","1","0","1","@{ko=엠마은주; en=Emmaeunju}"
"23024","엠마이","1","1","0","1","@{ko=엠마이; en=Emmai}"
"23024","엠마이루미","1","1","0","1","@{ko=엠마이루미; en=Emmairumi}"
"23024","엠마이슬크리스틀박","1","1","0","1","@{ko=엠마이슬크리스틀박; en=Emmaiseulkeuriseuteulbak}"
"23024","엠마쟌","1","1","0","1","@{ko=엠마쟌; en=Emmajyan}"
"23024","엠마정민","1","1","0","1","@{ko=엠마정민; en=Emmajeongmin}"
"23024","엠마제인김","1","1","0","1","@{ko=엠마제인김; en=Emmajeingim}"
"23024","엠마조","1","1","0","1","@{ko=엠마조; en=Emmajo}"
"23024","엠마죠이","1","1","0","1","@{ko=엠마죠이; en=Emmajyoi}"
"23024","엠마주안유리","1","1","0","1","@{ko=엠마주안유리; en=Emmajuanyuri}"
"23024","엠마주은","1","1","0","1","@{ko=엠마주은; en=Emmajueun}"
"23024","엠마준","1","1","0","1","@{ko=엠마준; en=Emmajun}"
"23024","엠마지수","1","1","0","1","@{ko=엠마지수; en=Emmajisu}"
"23024","엠마지원","1","1","0","1","@{ko=엠마지원; en=Emmajiwon}"
"23024","엠마지윤","1","1","0","1","@{ko=엠마지윤; en=Emmajiyun}"
"23024","엠마지혜","1","1","0","1","@{ko=엠마지혜; en=Emmajihye}"
"23024","엠마차","1","1","0","1","@{ko=엠마차; en=Emmacha}"
"23024","엠마채윤","1","1","0","1","@{ko=엠마채윤; en=Emmachaeyun}"
"23024","엠마캐서린자라아람","1","1","0","1","@{ko=엠마캐서린자라아람; en=Emmakaeseorinjaraaram}"
"23024","엠마캠블","1","1","0","1","@{ko=엠마캠블; en=Emmakaembeul}"
"23024","엠마케이틀린유나","1","1","0","1","@{ko=엠마케이틀린유나; en=Emmakeiteulrinyuna}"
"23024","엠마켄돌","1","1","0","1","@{ko=엠마켄돌; en=Emmakendol}"
"23024","엠마태연","1","1","0","1","@{ko=엠마태연; en=Emmataeyeon}"
"23024","엠마태희","1","1","0","1","@{ko=엠마태희; en=Emmataehui}"
"23024","엠마테일러","1","1","0","1","@{ko=엠마테일러; en=Emmateilreo}"
"23024","엠마하나","1","1","0","1","@{ko=엠마하나; en=Emmahana}"
"23024","엠마하늘","1","1","0","1","@{ko=엠마하늘; en=Emmahaneul}"
"23024","엠마하람","1","1","0","1","@{ko=엠마하람; en=Emmaharam}"
"23024","엠마하랑","1","1","0","1","@{ko=엠마하랑; en=Emmaharang}"
"23024","엠마하연","1","1","0","1","@{ko=엠마하연; en=Emmahayeon}"
"23024","엠마하은","1","1","0","1","@{ko=엠마하은; en=Emmahaeun}"
"23024","엠매뉴엘쳉","1","1","0","1","@{ko=엠매뉴엘쳉; en=Emmaenyuelcheng}"
"23024","엠바","1","1","0","1","@{ko=엠바; en=Emba}"
"23024","엠버가브리엘라","1","1","0","1","@{ko=엠버가브리엘라; en=Embeogabeurielra}"
"23024","엠버다빈","1","1","0","1","@{ko=엠버다빈; en=Embeodabin}"
"23024","엠버라엘","1","1","0","1","@{ko=엠버라엘; en=Embeorael}"
"23024","엠버리온","1","1","0","1","@{ko=엠버리온; en=Embeorion}"
"23024","엠버미르","1","1","0","1","@{ko=엠버미르; en=Embeomireu}"
"23024","엠버서윤","1","1","0","1","@{ko=엠버서윤; en=Embeoseoyun}"
"23024","엠버수민","1","1","0","1","@{ko=엠버수민; en=Embeosumin}"
"23024","엠버애린","1","1","0","1","@{ko=엠버애린; en=Embeoaerin}"
"23024","엠버원우","1","1","0","1","@{ko=엠버원우; en=Embeowonu}"
"23024","엠버율","1","1","0","1","@{ko=엠버율; en=Embeoyul}"
"23024","엠버지아","1","1","0","1","@{ko=엠버지아; en=Embeojia}"
"23024","엠버효은","1","1","0","1","@{ko=엠버효은; en=Embeohyoeun}"
"23024","엠블라","1","1","0","1","@{ko=엠블라; en=Embeulra}"
"23024","엠아반","1","1","1","0","@{ko=엠아반; en=Emaban}"
"23024","엠압둘라","1","1","1","0","@{ko=엠압둘라; en=Emapdulra}"
"23024","엣미에한샤","1","1","0","1","@{ko=엣미에한샤; en=Etmiehansya}"
"23024","엥궁","1","1","0","1","@{ko=엥궁; en=Enggung}"
"23024","엥흐리","1","1","0","1","@{ko=엥흐리; en=Engheuri}"
"23024","엥흘렝","1","1","0","1","@{ko=엥흘렝; en=Engheulreng}"
"23024","여","1","1","0","1","@{ko=여; en=Yeo}"
"23024","여광","1","1","1","0","@{ko=여광; en=Yeogwang}"
"23024","여국","1","1","1","0","@{ko=여국; en=Yeoguk}"
"23024","여권","1","1","1","0","@{ko=여권; en=Yeogwon}"
"23024","여근","1","1","1","0","@{ko=여근; en=Yeogeun}"
"23024","여금","1","1","0","1","@{ko=여금; en=Yeogeum}"
"23024","여긍","1","1","1","0","@{ko=여긍; en=Yeogeung}"
"23024","여나미아","1","1","0","1","@{ko=여나미아; en=Yeonamia}"
"23024","여난","1","1","0","1","@{ko=여난; en=Yeonan}"
"23024","여는해","1","1","1","0","@{ko=여는해; en=Yeoneunhae}"
"23024","여능","1","1","0","1","@{ko=여능; en=Yeoneung}"
"23024","여니엘","1","1","0","1","@{ko=여니엘; en=Yeoniel}"
"23024","여닛","1","1","1","0","@{ko=여닛; en=Yeonit}"
"23024","여닮","1","1","0","1","@{ko=여닮; en=Yeodam}"
"23024","여돈","1","1","1","0","@{ko=여돈; en=Yeodon}"
"23024","여동","1","1","1","0","@{ko=여동; en=Yeodong}"
"23024","여렴","1","1","0","1","@{ko=여렴; en=Yeoryeom}"
"23024","여루미","1","1","0","1","@{ko=여루미; en=Yeorumi}"
"23024","여룬","1","1","1","0","@{ko=여룬; en=Yeorun}"
"23024","여륜근","1","1","1","0","@{ko=여륜근; en=Yeoryungeun}"
"23024","여름비","1","1","1","0","@{ko=여름비; en=Yeoreumbi}"
"23024","여름산","1","1","1","0","@{ko=여름산; en=Yeoreumsan}"
"23024","여름클로이","1","1","0","1","@{ko=여름클로이; en=Yeoreumkeulroi}"
"23024","여리그리어","1","1","0","1","@{ko=여리그리어; en=Yeorigeurieo}"
"23024","여만","1","1","1","0","@{ko=여만; en=Yeoman}"
"23024","여말","1","1","0","1","@{ko=여말; en=Yeomal}"
"23024","여몽","1","1","1","0","@{ko=여몽; en=Yeomong}"
"23024","여미아","1","1","0","1","@{ko=여미아; en=Yeomia}"
"23024","여박","1","1","1","0","@{ko=여박; en=Yeobak}"
"23024","여백","1","1","1","0","@{ko=여백; en=Yeobaek}"
"23024","여본","1","1","0","1","@{ko=여본; en=Yeobon}"
"23024","여봉","1","1","0","1","@{ko=여봉; en=Yeobong}"
"23024","여분","1","1","0","1","@{ko=여분; en=Yeobun}"
"23024","여비","1","1","0","1","@{ko=여비; en=Yeobi}"
"23024","여삼","1","1","1","0","@{ko=여삼; en=Yeosam}"
"23024","여샹","1","1","0","1","@{ko=여샹; en=Yeosyang}"
"23024","여세","1","1","0","1","@{ko=여세; en=Yeose}"
"23024","여소","1","1","1","0","@{ko=여소; en=Yeoso}"
"23024","여실","1","1","0","1","@{ko=여실; en=Yeosil}"
"23024","여앙","1","1","1","0","@{ko=여앙; en=Yeoang}"
"23024","여애","1","1","0","1","@{ko=여애; en=Yeoae}"
"23024","여여백","1","1","1","0","@{ko=여여백; en=Yeoyeobaek}"
"23024","여엽","1","1","0","1","@{ko=여엽; en=Yeoyeop}"
"23024","여옥","1","1","0","1","@{ko=여옥; en=Yeook}"
"23024","여우","1","1","0","1","@{ko=여우; en=Yeou}"
"23024","여울결","1","1","0","1","@{ko=여울결; en=Yeoulgyeol}"
"23024","여움","1","1","0","1","@{ko=여움; en=Yeoum}"
"23024","여원알리스","1","1","0","1","@{ko=여원알리스; en=Yeowonalriseu}"
"23024","여이나","1","1","0","1","@{ko=여이나; en=Yeoina}"
"23024","여이사벨예림","1","1","0","1","@{ko=여이사벨예림; en=Yeoisabelyerim}"
"23024","여이엘","1","1","0","1","@{ko=여이엘; en=Yeoiel}"
"23024","여이지","1","1","0","1","@{ko=여이지; en=Yeoiji}"
"23024","여익","1","1","0","1","@{ko=여익; en=Yeoik}"
"23024","여인","1","1","1","0","@{ko=여인; en=Yeoin}"
"23024","여인우","1","1","1","0","@{ko=여인우; en=Yeoinu}"
"23024","여임","1","1","0","1","@{ko=여임; en=Yeoim}"
"23024","여조안나에스테파니아","1","1","0","1","@{ko=여조안나에스테파니아; en=Yeojoannaeseutepania}"
"23024","여중","1","1","1","0","@{ko=여중; en=Yeojung}"
"23024","여진노엘린","1","1","0","1","@{ko=여진노엘린; en=Yeojinnoelrin}"
"23024","여진엘","1","1","0","1","@{ko=여진엘; en=Yeojinel}"
"23024","여채","1","1","0","1","@{ko=여채; en=Yeochae}"
"23024","여철","1","1","1","0","@{ko=여철; en=Yeocheol}"
"23024","여청","1","1","0","1","@{ko=여청; en=Yeocheong}"
"23024","여초","1","1","0","1","@{ko=여초; en=Yeocho}"
"23024","여탁","1","1","1","0","@{ko=여탁; en=Yeotak}"
"23024","여태민","1","1","1","0","@{ko=여태민; en=Yeotaemin}"
"23024","여평","1","1","0","1","@{ko=여평; en=Yeopyeong}"
"23024","여하나","1","1","0","1","@{ko=여하나; en=Yeohana}"
"23024","여혜연","1","1","0","1","@{ko=여혜연; en=Yeohyeyeon}"
"23024","여혜은","1","1","0","1","@{ko=여혜은; en=Yeohyeeun}"
"23024","여혜인","1","1","0","1","@{ko=여혜인; en=Yeohyein}"
"23024","여호수","1","1","1","0","@{ko=여호수; en=Yeohosu}"
"23024","여훌","1","1","0","1","@{ko=여훌; en=Yeohul}"
"23024","여휼","1","1","1","0","@{ko=여휼; en=Yeohyul}"
"23024","역곤","1","1","1","0","@{ko=역곤; en=Yeokgon}"
"23024","역기","1","1","1","0","@{ko=역기; en=Yeokgi}"
"23024","역도","1","1","1","0","@{ko=역도; en=Yeokdo}"
"23024","역두","1","1","1","0","@{ko=역두; en=Yeokdu}"
"23024","역범","1","1","1","0","@{ko=역범; en=Yeokbeom}"
"23024","역비","1","1","0","1","@{ko=역비; en=Yeokbi}"
"23024","역상","1","1","1","0","@{ko=역상; en=Yeoksang}"
"23024","역수","1","1","1","0","@{ko=역수; en=Yeoksu}"
"23024","역시","1","1","1","0","@{ko=역시; en=Yeoksi}"
"23024","역함","1","1","1","0","@{ko=역함; en=Yeokham}"
"23024","역홍","1","1","1","0","@{ko=역홍; en=Yeokhong}"
"23024","연갑","1","1","1","0","@{ko=연갑; en=Yeongap}"
"23024","연고","1","1","1","0","@{ko=연고; en=Yeongo}"
"23024","연구","1","1","1","0","@{ko=연구; en=Yeongu}"
"23024","연근","1","1","1","0","@{ko=연근; en=Yeongeun}"
"23024","연길","1","1","1","0","@{ko=연길; en=Yeongil}"
"23024","연남","1","1","0","1","@{ko=연남; en=Yeonnam}"
"23024","연돈","1","1","1","0","@{ko=연돈; en=Yeondon}"
"23024","연등","1","1","1","0","@{ko=연등; en=Yeondeung}"
"23024","연라","1","1","0","1","@{ko=연라; en=Yeonra}"
"23024","연란","1","1","0","1","@{ko=연란; en=Yeonran}"
"23024","연랑","1","1","0","1","@{ko=연랑; en=Yeonrang}"
"23024","연령","1","1","0","1","@{ko=연령; en=Yeonryeong}"
"23024","연례","1","1","0","1","@{ko=연례; en=Yeonrye}"
"23024","연룡","1","1","1","0","@{ko=연룡; en=Yeonryong}"
"23024","연륜","1","1","1","0","@{ko=연륜; en=Yeonryun}"
"23024","연률","1","1","1","0","@{ko=연률; en=Yeonryul}"
"23024","연린","1","1","0","1","@{ko=연린; en=Yeonrin}"
"23024","연마","1","1","1","0","@{ko=연마; en=Yeonma}"
"23024","연명","1","1","1","0","@{ko=연명; en=Yeonmyeong}"
"23024","연보라","1","1","0","1","@{ko=연보라; en=Yeonbora}"
"23024","연부","1","1","1","0","@{ko=연부; en=Yeonbu}"
"23024","연분","1","1","0","1","@{ko=연분; en=Yeonbun}"
"23024","연빛","1","1","0","1","@{ko=연빛; en=Yeonbit}"
"23024","연사","1","1","1","0","@{ko=연사; en=Yeonsa}"
"23024","연삼","1","1","1","0","@{ko=연삼; en=Yeonsam}"
"23024","연선영","1","1","0","1","@{ko=연선영; en=Yeonseonyeong}"
"23024","연선화","1","1","0","1","@{ko=연선화; en=Yeonseonhwa}"
"23024","연설","1","1","0","1","@{ko=연설; en=Yeonseol}"
"23024","연소","1","1","1","0","@{ko=연소; en=Yeonso}"
"23024","연수클로이","1","1","0","1","@{ko=연수클로이; en=Yeonsukeulroi}"
"23024","연수화","1","1","0","1","@{ko=연수화; en=Yeonsuhwa}"
"23024","연아리엘","1","1","0","1","@{ko=연아리엘; en=Yeonariel}"
"23024","연아린지","1","1","0","1","@{ko=연아린지; en=Yeonarinji}"
"23024","연아벨라","1","1","0","1","@{ko=연아벨라; en=Yeonabelra}"
"23024","연아사희나권빈테","1","1","0","1","@{ko=연아사희나권빈테; en=Yeonasahuinagwonbinte}"
"23024","연아소피","1","1","0","1","@{ko=연아소피; en=Yeonasopi}"
"23024","연아시은","1","1","0","1","@{ko=연아시은; en=Yeonasieun}"
"23024","연아아리야","1","1","0","1","@{ko=연아아리야; en=Yeonaariya}"
"23024","연아엠마","1","1","0","1","@{ko=연아엠마; en=Yeonaemma}"
"23024","연아클라뎃","1","1","0","1","@{ko=연아클라뎃; en=Yeonakeulradet}"
"23024","연아클로이","1","1","0","1","@{ko=연아클로이; en=Yeonakeulroi}"
"23024","연앵","1","1","0","1","@{ko=연앵; en=Yeonaeng}"
"23024","연양","1","1","1","0","@{ko=연양; en=Yeonyang}"
"23024","연완","1","1","1","0","@{ko=연완; en=Yeonwan}"
"23024","연왕","1","1","1","0","@{ko=연왕; en=Yeonwang}"
"23024","연요엘","1","1","1","0","@{ko=연요엘; en=Yeonyoel}"
"23024","연우리","1","1","0","1","@{ko=연우리; en=Yeonuri}"
"23024","연우브라이언","1","1","1","0","@{ko=연우브라이언; en=Yeonubeuraieon}"
"23024","연우엘리슨","1","1","0","1","@{ko=연우엘리슨; en=Yeonuelriseun}"
"23024","연우주","1","1","0","1","@{ko=연우주; en=Yeonuju}"
"23024","연우캐이든","1","1","1","0","@{ko=연우캐이든; en=Yeonukaeideun}"
"23024","연은빛","1","1","0","1","@{ko=연은빛; en=Yeoneunbit}"
"23024","연을","1","1","1","0","@{ko=연을; en=Yeoneul}"
"23024","연재가윤","1","1","0","1","@{ko=연재가윤; en=Yeonjaegayun}"
"23024","연적","1","1","1","0","@{ko=연적; en=Yeonjeok}"
"23024","연제시카","1","1","0","1","@{ko=연제시카; en=Yeonjesika}"
"23024","연준다니엘","1","1","1","0","@{ko=연준다니엘; en=Yeonjundaniel}"
"23024","연준로이드","1","1","1","0","@{ko=연준로이드; en=Yeonjunroideu}"
"23024","연지리","1","1","0","1","@{ko=연지리; en=Yeonjiri}"
"23024","연지앨린","1","1","0","1","@{ko=연지앨린; en=Yeonjiaelrin}"
"23024","연지에이치","1","1","0","1","@{ko=연지에이치; en=Yeonjieichi}"
"23024","연차","1","1","1","0","@{ko=연차; en=Yeoncha}"
"23024","연체","1","1","0","1","@{ko=연체; en=Yeonche}"
"23024","연초","1","1","1","0","@{ko=연초; en=Yeoncho}"
"23024","연초록","1","1","0","1","@{ko=연초록; en=Yeonchorok}"
"23024","연총","1","1","1","0","@{ko=연총; en=Yeonchong}"
"23024","연춘","1","1","1","0","@{ko=연춘; en=Yeonchun}"
"23024","연태랑","1","1","1","0","@{ko=연태랑; en=Yeontaerang}"
"23024","연합","1","1","1","0","@{ko=연합; en=Yeonhap}"
"23024","연행","1","1","0","1","@{ko=연행; en=Yeonhaeng}"
"23024","연협","1","1","1","0","@{ko=연협; en=Yeonhyeop}"
"23024","연황","1","1","1","0","@{ko=연황; en=Yeonhwang}"
"23024","연회","1","1","1","0","@{ko=연회; en=Yeonhoe}"
"23024","연휴","1","1","1","0","@{ko=연휴; en=Yeonhyu}"
"23024","연흥","1","1","0","1","@{ko=연흥; en=Yeonheung}"
"23024","연희지","1","1","0","1","@{ko=연희지; en=Yeonhuiji}"
"23024","연희클레어","1","1","0","1","@{ko=연희클레어; en=Yeonhuikeulreeo}"
"23024","연히","1","1","0","1","@{ko=연히; en=Yeonhi}"
"23024","열기","1","1","0","1","@{ko=열기; en=Yeolgi}"
"23024","열대","1","1","0","1","@{ko=열대; en=Yeoldae}"
"23024","열마","1","1","1","0","@{ko=열마; en=Yeolma}"
"23024","열명","1","1","1","0","@{ko=열명; en=Yeolmyeong}"
"23024","열비","1","1","1","0","@{ko=열비; en=Yeolbi}"
"23024","열사","1","1","1","0","@{ko=열사; en=Yeolsa}"
"23024","열수","1","1","1","0","@{ko=열수; en=Yeolsu}"
"23024","열승","1","1","1","0","@{ko=열승; en=Yeolseung}"
"23024","열시","1","1","1","0","@{ko=열시; en=Yeolsi}"
"23024","열아","1","1","0","1","@{ko=열아; en=Yeola}"
"23024","열아엘라","1","1","0","1","@{ko=열아엘라; en=Yeolaelra}"
"23024","열연","1","1","1","0","@{ko=열연; en=Yeolyeon}"
"23024","열원","1","1","1","0","@{ko=열원; en=Yeolwon}"
"23024","열윤","1","1","1","0","@{ko=열윤; en=Yeolyun}"
"23024","열이","1","1","1","0","@{ko=열이; en=Yeoli}"
"23024","열인","1","1","0","1","@{ko=열인; en=Yeolin}"
"23024","열정","1","1","1","0","@{ko=열정; en=Yeoljeong}"
"23024","열조","1","1","1","0","@{ko=열조; en=Yeoljo}"
"23024","열진","1","1","1","0","@{ko=열진; en=Yeoljin}"
"23024","열하","1","1","1","0","@{ko=열하; en=Yeolha}"
"23024","열한","1","1","1","0","@{ko=열한; en=Yeolhan}"
"23024","열함","1","1","0","1","@{ko=열함; en=Yeolham}"
"23024","열해","1","1","1","0","@{ko=열해; en=Yeolhae}"
"23024","열혁","1","1","1","0","@{ko=열혁; en=Yeolhyeok}"
"23024","열홍","1","1","1","0","@{ko=열홍; en=Yeolhong}"
"23024","열환","1","1","1","0","@{ko=열환; en=Yeolhwan}"
"23024","염가","1","1","1","0","@{ko=염가; en=Yeomga}"
"23024","염개","1","1","1","0","@{ko=염개; en=Yeomgae}"
"23024","염경","1","1","1","0","@{ko=염경; en=Yeomgyeong}"
"23024","염광","1","1","1","0","@{ko=염광; en=Yeomgwang}"
"23024","염동","1","1","0","1","@{ko=염동; en=Yeomdong}"
"23024","염문","1","1","0","1","@{ko=염문; en=Yeommun}"
"23024","염섭","1","1","1","0","@{ko=염섭; en=Yeomseop}"
"23024","염시","1","1","1","0","@{ko=염시; en=Yeomsi}"
"23024","염욱","1","1","1","0","@{ko=염욱; en=Yeomuk}"
"23024","염인","1","1","1","0","@{ko=염인; en=Yeomin}"
"23024","염자","1","1","0","1","@{ko=염자; en=Yeomja}"
"23024","염정","1","1","1","0","@{ko=염정; en=Yeomjeong}"
"23024","염진","1","1","0","1","@{ko=염진; en=Yeomjin}"
"23024","염택","1","1","1","0","@{ko=염택; en=Yeomtaek}"
"23024","염하","1","1","0","1","@{ko=염하; en=Yeomha}"
"23024","염현","1","1","0","1","@{ko=염현; en=Yeomhyeon}"
"23024","엽문","1","1","1","0","@{ko=엽문; en=Yeopmun}"
"23024","엽원","1","1","1","0","@{ko=엽원; en=Yeopwon}"
"23024","엽인","1","1","0","1","@{ko=엽인; en=Yeopin}"
"23024","엽진","1","1","1","0","@{ko=엽진; en=Yeopjin}"
"23024","엽천우","1","1","1","0","@{ko=엽천우; en=Yeopcheonu}"
"23024","엽화","1","1","0","1","@{ko=엽화; en=Yeophwa}"
"23024","영각","1","1","1","0","@{ko=영각; en=Yeonggak}"
"23024","영감","1","1","1","0","@{ko=영감; en=Yeonggam}"
"23024","영갑","1","1","1","0","@{ko=영갑; en=Yeonggap}"
"23024","영개","1","1","1","0","@{ko=영개; en=Yeonggae}"
"23024","영광과다복","1","1","1","0","@{ko=영광과다복; en=Yeonggwanggwadabok}"
"23024","영굉","1","1","1","0","@{ko=영굉; en=Yeonggoeng}"
"23024","영기가브리엘","1","1","1","0","@{ko=영기가브리엘; en=Yeonggigabeuriel}"
"23024","영남미","1","1","0","1","@{ko=영남미; en=Yeongnammi}"
"23024","영님","1","1","1","0","@{ko=영님; en=Yeongnim}"
"23024","영단","1","1","0","1","@{ko=영단; en=Yeongdan}"
"23024","영더빈","1","1","1","0","@{ko=영더빈; en=Yeongdeobin}"
